# BLASTP 2.12.0+
# Query: NM_007347 Homo sapiens adaptor related protein complex 4 subunit epsilon 1 (AP4E1), transcript variant 1, mRNA.
# Database: ../../../Blast/ncbi-blast-2.15.0+/data/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 88 hits found
NM_007347	Q9UPM8.2	100.000	1137	0	0	33	1169	1	1137	0.0	2326
NM_007347	Q80V94.3	80.404	1138	206	5	33	1169	1	1122	0.0	1830
NM_007347	Q8L7A9.1	37.949	780	429	10	71	810	28	792	2.23e-158	518
NM_007347	Q54VE0.1	31.806	720	407	11	52	692	18	732	4.37e-99	350
NM_007347	Q8I8U2.1	27.303	608	403	13	64	646	1	594	5.26e-62	234
NM_007347	P22892.3	27.966	590	393	11	67	639	6	580	1.34e-61	231
NM_007347	O43747.5	28.426	591	389	13	67	639	6	580	1.48e-61	231
NM_007347	Q5R5M2.1	27.797	590	394	11	67	639	6	580	3.93e-61	230
NM_007347	Q9ZUI6.2	27.273	594	394	10	63	633	5	583	1.97e-59	226
NM_007347	Q99128.3	26.202	603	413	9	55	639	19	607	9.09e-59	224
NM_007347	O88512.2	26.825	589	401	12	65	637	5	579	6.33e-56	214
NM_007347	O75843.1	26.565	591	400	12	65	637	5	579	2.82e-53	206
NM_007347	Q8LPL6.1	27.444	583	380	15	72	624	4	573	4.84e-53	207
NM_007347	Q8LPK4.1	27.444	583	380	15	72	624	4	573	7.63e-53	207
NM_007347	Q84K16.1	26.744	602	403	10	63	643	5	589	2.49e-52	204
NM_007347	Q86KI1.1	24.754	610	420	17	56	641	7	601	4.00e-48	192
NM_007347	Q9UU81.1	25.041	603	405	13	66	639	31	615	1.77e-44	179
NM_007347	Q9C0W7.1	26.968	597	390	17	83	659	24	594	3.83e-44	178
NM_007347	Q7QG73.4	24.576	590	376	18	68	622	12	567	3.64e-39	163
NM_007347	P91926.1	24.746	590	375	18	68	622	12	567	3.10e-38	160
NM_007347	Q29N38.1	24.746	590	375	18	68	622	12	567	7.99e-38	159
NM_007347	P17426.1	26.527	524	348	13	57	557	2	511	1.10e-37	158
NM_007347	O95782.3	26.527	524	348	13	57	557	2	511	1.45e-37	158
NM_007347	Q0VCK5.1	25.376	532	344	14	57	557	2	511	2.55e-36	154
NM_007347	P17427.2	25.047	531	346	13	57	557	2	510	4.51e-36	153
NM_007347	P18484.3	25.047	531	346	13	57	557	2	510	4.91e-36	153
NM_007347	O94973.2	25.235	531	345	14	57	557	2	510	7.92e-36	152
NM_007347	O14617.1	25.636	511	329	13	64	554	14	493	2.56e-35	151
NM_007347	Q865S1.2	25.000	528	343	14	64	571	14	508	3.08e-35	151
NM_007347	O54774.1	25.189	528	342	14	64	571	14	508	7.32e-35	150
NM_007347	P54362.4	25.440	511	328	13	64	554	15	492	1.27e-33	145
NM_007347	Q54WN0.1	24.225	516	331	12	64	559	2	477	3.97e-29	131
NM_007347	Q9C744.1	23.967	484	320	13	84	553	31	480	1.22e-24	116
NM_007347	Q9UTL8.2	22.158	519	351	10	64	559	3	491	2.79e-22	108
NM_007347	Q08951.1	24.027	437	297	10	64	489	23	435	2.03e-21	105
NM_007347	Q755A1.1	23.860	570	355	18	64	595	22	550	2.28e-21	105
NM_007347	Q12028.1	22.318	466	326	8	66	495	3	468	2.74e-14	82.4
NM_007347	P38065.1	22.703	370	241	13	289	624	282	640	1.17e-09	67.8
NM_007347	O81742.2	22.642	371	265	10	110	473	33	388	2.14e-06	57.0
NM_007347	Q5R922.1	23.113	424	249	18	155	553	94	465	4.83e-06	55.8
NM_007347	Q9JIF7.1	23.005	426	247	18	155	553	94	465	7.50e-06	55.1
NM_007347	D2SW95.1	23.005	426	247	18	155	553	94	465	9.26e-06	54.7
NM_007347	P53618.3	23.005	426	247	18	155	553	94	465	9.99e-06	54.7
NM_007347	A0JN39.1	23.005	426	247	18	155	553	94	465	1.08e-05	54.7
NM_007347	Q10567.3	22.851	442	286	18	122	532	43	460	1.10e-05	54.7
NM_007347	Q5ZIA5.1	22.727	418	246	17	163	553	98	465	1.69e-05	53.9
